,t,n_start,n_end,weight,active
480,t240,n2,n241,0,1
481,t241,n7,n242,0,1
482,t241,n2,n242,0,1
483,t242,n37,n243,0,1
484,t242,n110,n243,0,1
485,t243,n122,n244,0,1
486,t243,n186,n244,0,1
487,t244,n31,n245,0,1
488,t244,n2,n245,0,1
489,t245,n83,n246,0,1
490,t245,n101,n246,0,1
491,t246,n101,n247,0,1
492,t246,n196,n247,0,1
493,t247,n171,n248,0,1
494,t247,n48,n248,0,1
495,t248,n170,n249,0,1
496,t248,n186,n249,0,1
497,t249,n61,n250,0,1
498,t249,n197,n250,0,1
499,t250,n74,n251,0,1
500,t250,n41,n251,0,1
501,t251,n106,n252,0,1
502,t251,n185,n252,0,1
503,t252,n7,n253,0,1
504,t252,n29,n253,0,1
505,t253,n206,n254,0,1
506,t253,n195,n254,0,1
507,t254,n39,n255,0,1
508,t254,n23,n255,0,1
509,t255,n72,n256,0,1
510,t255,n82,n256,0,1
511,t256,n3,n257,0,1
512,t256,n193,n257,0,1
513,t257,n147,n258,0,1
514,t257,n97,n258,0,1
515,t258,n18,n259,0,1
516,t258,n2,n259,0,1
517,t259,n35,n260,0,1
518,t259,n166,n260,0,1
519,t260,n34,n261,0,1
520,t260,n8,n261,0,1
521,t261,n43,n262,0,1
522,t261,n166,n262,0,1
523,t262,n20,n263,0,1
524,t262,n2,n263,0,1
525,t263,n200,n264,0,1
526,t263,n198,n264,0,1
527,t264,n9,n265,0,1
528,t264,n220,n265,0,1
529,t265,n7,n266,0,1
530,t265,n83,n266,0,1
531,t266,n186,n267,0,1
532,t266,n181,n267,0,1
533,t267,n41,n268,0,1
534,t267,n257,n268,0,1
535,t268,n265,n269,0,1
536,t268,n2,n269,0,1
537,t269,n3,n270,0,1
538,t269,n215,n270,0,1
539,t270,n2,n271,0,1
540,t270,n7,n271,0,1
541,t271,n97,n272,0,1
542,t271,n71,n272,0,1
543,t272,n79,n273,0,1
544,t272,n3,n273,0,1
545,t273,n59,n274,0,1
546,t273,n8,n274,0,1
547,t274,n57,n275,0,1
548,t274,n61,n275,0,1
549,t275,n57,n276,0,1
550,t275,n41,n276,0,1
551,t276,n180,n277,0,1
552,t276,n3,n277,0,1
553,t277,n3,n278,0,1
554,t277,n61,n278,0,1
555,t278,n3,n279,0,1
556,t278,n175,n279,0,1
557,t279,n122,n280,0,1
558,t279,n57,n280,0,1
559,t280,n3,n281,0,1
560,t280,n2,n281,0,1
561,t281,n41,n282,0,1
562,t281,n7,n282,0,1
563,t282,n59,n283,0,1
564,t282,n7,n283,0,1
565,t283,n48,n284,0,1
566,t283,n121,n284,0,1
567,t284,n83,n285,0,1
568,t284,n62,n285,0,1
569,t285,n27,n286,0,1
570,t285,n20,n286,0,1
571,t286,n87,n287,0,1
572,t286,n98,n287,0,1
573,t287,n238,n288,0,1
574,t287,n57,n288,0,1
575,t288,n206,n289,0,1
576,t288,n7,n289,0,1
577,t289,n35,n290,0,1
578,t289,n279,n290,0,1
579,t290,n25,n291,0,1
580,t290,n2,n291,0,1
581,t291,n51,n292,0,1
582,t291,n3,n292,0,1
583,t292,n156,n293,0,1
584,t292,n110,n293,0,1
585,t293,n18,n294,0,1
586,t293,n20,n294,0,1
587,t294,n31,n295,0,1
588,t294,n57,n295,0,1
589,t295,n20,n296,0,1
590,t295,n82,n296,0,1
591,t296,n191,n297,0,1
592,t296,n279,n297,0,1
593,t297,n9,n298,0,1
594,t297,n20,n298,0,1
595,t298,n11,n299,0,1
596,t298,n203,n299,0,1
597,t299,n15,n300,0,1
598,t299,n7,n300,0,1
599,t300,n300,n301,0,1
600,t300,n198,n301,0,1
601,t301,n275,n302,0,1
602,t301,n115,n302,0,1
603,t302,n9,n303,0,1
604,t302,n300,n303,0,1
605,t303,n2,n304,0,1
606,t303,n122,n304,0,1
607,t304,n74,n305,0,1
608,t304,n3,n305,0,1
609,t305,n293,n306,0,1
610,t305,n198,n306,0,1
611,t306,n166,n307,0,1
612,t306,n39,n307,0,1
613,t307,n15,n308,0,1
614,t307,n12,n308,0,1
615,t308,n74,n309,0,1
616,t308,n20,n309,0,1
617,t309,n96,n310,0,1
618,t309,n2,n310,0,1
619,t310,n3,n311,0,1
620,t310,n35,n311,0,1
621,t311,n241,n312,0,1
622,t311,n166,n312,0,1
623,t312,n243,n313,0,1
624,t312,n87,n313,0,1
625,t313,n170,n314,0,1
626,t313,n17,n314,0,1
627,t314,n93,n315,0,1
628,t314,n74,n315,0,1
629,t315,n2,n316,0,1
630,t315,n3,n316,0,1
631,t316,n35,n317,0,1
632,t316,n215,n317,0,1
633,t317,n7,n318,0,1
634,t317,n163,n318,0,1
635,t318,n8,n319,0,1
636,t318,n155,n319,0,1
637,t319,n7,n320,0,1
638,t319,n171,n320,0,1
639,t320,n215,n321,0,1
640,t320,n15,n321,0,1
641,t321,n171,n322,0,1
642,t321,n79,n322,0,1
643,t322,n3,n323,0,1
644,t322,n297,n323,0,1
645,t323,n3,n324,0,1
646,t323,n88,n324,0,1
647,t324,n41,n325,0,1
648,t324,n189,n325,0,1
649,t325,n29,n326,0,1
650,t325,n2,n326,0,1
651,t326,n2,n327,0,1
652,t326,n18,n327,0,1
653,t327,n15,n328,0,1
654,t327,n83,n328,0,1
655,t328,n69,n329,0,1
656,t328,n117,n329,0,1
657,t329,n96,n330,0,1
658,t329,n144,n330,0,1
659,t330,n87,n331,0,1
660,t330,n23,n331,0,1
661,t331,n79,n332,0,1
662,t331,n237,n332,0,1
663,t332,n39,n333,0,1
664,t332,n3,n333,0,1
665,t333,n101,n334,0,1
666,t333,n121,n334,0,1
667,t334,n8,n335,0,1
668,t334,n26,n335,0,1
669,t335,n43,n336,0,1
670,t335,n265,n336,0,1
671,t336,n46,n337,0,1
672,t336,n19,n337,0,1
673,t337,n2,n338,0,1
674,t337,n26,n338,0,1
675,t338,n111,n339,0,1
676,t338,n268,n339,0,1
677,t339,n277,n340,0,1
678,t339,n35,n340,0,1
679,t340,n8,n341,0,1
680,t340,n9,n341,0,1
681,t341,n129,n342,0,1
682,t341,n3,n342,0,1
683,t342,n7,n343,0,1
684,t342,n39,n343,0,1
685,t343,n215,n344,0,1
686,t343,n303,n344,0,1
687,t344,n57,n345,0,1
688,t344,n166,n345,0,1
689,t345,n23,n346,0,1
690,t345,n59,n346,0,1
691,t346,n2,n347,0,1
692,t346,n105,n347,0,1
693,t347,n69,n348,0,1
694,t347,n110,n348,0,1
695,t348,n2,n349,0,1
696,t348,n77,n349,0,1
697,t349,n60,n350,0,1
698,t349,n10,n350,0,1
699,t350,n110,n351,0,1
700,t350,n102,n351,0,1
701,t351,n114,n352,0,1
702,t351,n2,n352,0,1
703,t352,n18,n353,0,1
704,t352,n2,n353,0,1
705,t353,n7,n354,0,1
706,t353,n3,n354,0,1
707,t354,n272,n355,0,1
708,t354,n43,n355,0,1
709,t355,n20,n356,0,1
710,t355,n3,n356,0,1
711,t356,n193,n357,0,1
712,t356,n244,n357,0,1
713,t357,n7,n358,0,1
714,t357,n332,n358,0,1
715,t358,n2,n359,0,1
716,t358,n140,n359,0,1
717,t359,n7,n360,0,1
718,t359,n315,n360,0,1
719,t360,n332,n361,0,1
720,t360,n74,n361,0,1
721,t361,n17,n362,0,1
722,t361,n3,n362,0,1
723,t362,n41,n363,0,1
724,t362,n7,n363,0,1
725,t363,n3,n364,0,1
726,t363,n345,n364,0,1
727,t364,n361,n365,0,1
728,t364,n121,n365,0,1
729,t365,n7,n366,0,1
730,t365,n220,n366,0,1
731,t366,n87,n367,0,1
732,t366,n4,n367,0,1
733,t367,n3,n368,0,1
734,t367,n78,n368,0,1
735,t368,n245,n369,0,1
736,t368,n345,n369,0,1
737,t369,n212,n370,0,1
738,t369,n27,n370,0,1
739,t370,n283,n371,0,1
740,t370,n332,n371,0,1
741,t371,n337,n372,0,1
742,t371,n7,n372,0,1
743,t372,n29,n373,0,1
744,t372,n57,n373,0,1
745,t373,n48,n374,0,1
746,t373,n39,n374,0,1
747,t374,n8,n375,0,1
748,t374,n57,n375,0,1
749,t375,n331,n376,0,1
750,t375,n124,n376,0,1
751,t376,n237,n377,0,1
752,t376,n241,n377,0,1
753,t377,n182,n378,0,1
754,t377,n68,n378,0,1
755,t378,n9,n379,0,1
756,t378,n345,n379,0,1
757,t379,n228,n380,0,1
758,t379,n201,n380,0,1
759,t380,n308,n381,0,1
760,t380,n138,n381,0,1
761,t381,n9,n382,0,1
762,t381,n71,n382,0,1
763,t382,n244,n383,0,1
764,t382,n171,n383,0,1
765,t383,n156,n384,0,1
766,t383,n15,n384,0,1
767,t384,n156,n385,0,1
768,t384,n345,n385,0,1
769,t385,n7,n386,0,1
770,t385,n46,n386,0,1
771,t386,n189,n387,0,1
772,t386,n3,n387,0,1
773,t387,n299,n388,0,1
774,t387,n83,n388,0,1
775,t388,n316,n389,0,1
776,t388,n110,n389,0,1
777,t389,n196,n390,0,1
778,t389,n119,n390,0,1
779,t390,n2,n391,0,1
780,t390,n63,n391,0,1
781,t391,n31,n392,0,1
782,t391,n3,n392,0,1
783,t392,n248,n393,0,1
784,t392,n122,n393,0,1
785,t393,n20,n394,0,1
786,t393,n29,n394,0,1
787,t394,n2,n395,0,1
788,t394,n29,n395,0,1
789,t395,n345,n396,0,1
790,t395,n110,n396,0,1
791,t396,n3,n397,0,1
792,t396,n375,n397,0,1
793,t397,n9,n398,0,1
794,t397,n82,n398,0,1
795,t398,n8,n399,0,1
796,t398,n7,n399,0,1
797,t399,n189,n400,0,1
798,t399,n2,n400,0,1
799,t400,n272,n401,0,1
800,t400,n96,n401,0,1
801,t401,n223,n402,0,1
802,t401,n161,n402,0,1
803,t402,n239,n403,0,1
804,t402,n377,n403,0,1
805,t403,n63,n404,0,1
806,t403,n3,n404,0,1
807,t404,n134,n405,0,1
808,t404,n7,n405,0,1
809,t405,n7,n406,0,1
810,t405,n20,n406,0,1
811,t406,n84,n407,0,1
812,t406,n30,n407,0,1
813,t407,n7,n408,0,1
814,t407,n27,n408,0,1
815,t408,n327,n409,0,1
816,t408,n110,n409,0,1
817,t409,n43,n410,0,1
818,t409,n7,n410,0,1
819,t410,n352,n411,0,1
820,t410,n277,n411,0,1
821,t411,n87,n412,0,1
822,t411,n2,n412,0,1
823,t412,n200,n413,0,1
824,t412,n60,n413,0,1
825,t413,n8,n414,0,1
826,t413,n3,n414,0,1
827,t414,n18,n415,0,1
828,t414,n3,n415,0,1
829,t415,n83,n416,0,1
830,t415,n9,n416,0,1
831,t416,n3,n417,0,1
832,t416,n345,n417,0,1
833,t417,n3,n418,0,1
834,t417,n374,n418,0,1
835,t418,n373,n419,0,1
836,t418,n87,n419,0,1
837,t419,n396,n420,0,1
838,t419,n83,n420,0,1
839,t420,n179,n421,0,1
840,t420,n15,n421,0,1
841,t421,n35,n422,0,1
842,t421,n139,n422,0,1
843,t422,n307,n423,0,1
844,t422,n328,n423,0,1
845,t423,n42,n424,0,1
846,t423,n419,n424,0,1
847,t424,n329,n425,0,1
848,t424,n20,n425,0,1
849,t425,n61,n426,0,1
850,t425,n46,n426,0,1
851,t426,n275,n427,0,1
852,t426,n11,n427,0,1
853,t427,n102,n428,0,1
854,t427,n7,n428,0,1
855,t428,n2,n429,0,1
856,t428,n38,n429,0,1
857,t429,n3,n430,0,1
858,t429,n41,n430,0,1
859,t430,n290,n431,0,1
860,t430,n127,n431,0,1
861,t431,n186,n432,0,1
862,t431,n3,n432,0,1
863,t432,n80,n433,0,1
864,t432,n65,n433,0,1
865,t433,n46,n434,0,1
866,t433,n229,n434,0,1
867,t434,n30,n435,0,1
868,t434,n265,n435,0,1
869,t435,n47,n436,0,1
870,t435,n9,n436,0,1
871,t436,n413,n437,0,1
872,t436,n27,n437,0,1
873,t437,n206,n438,0,1
874,t437,n7,n438,0,1
875,t438,n371,n439,0,1
876,t438,n80,n439,0,1
877,t439,n45,n440,0,1
878,t439,n15,n440,0,1
879,t440,n3,n441,0,1
880,t440,n59,n441,0,1
881,t441,n186,n442,0,1
882,t441,n237,n442,0,1
883,t442,n4,n443,0,1
884,t442,n7,n443,0,1
885,t443,n272,n444,0,1
886,t443,n46,n444,0,1
887,t444,n2,n445,0,1
888,t444,n39,n445,0,1
889,t445,n9,n446,0,1
890,t445,n2,n446,0,1
891,t446,n5,n447,0,1
892,t446,n317,n447,0,1
893,t447,n290,n448,0,1
894,t447,n219,n448,0,1
895,t448,n38,n449,0,1
896,t448,n114,n449,0,1
897,t449,n102,n450,0,1
898,t449,n364,n450,0,1
899,t450,n264,n451,0,1
900,t450,n47,n451,0,1
901,t451,n2,n452,0,1
902,t451,n357,n452,0,1
903,t452,n27,n453,0,1
904,t452,n186,n453,0,1
905,t453,n46,n454,0,1
906,t453,n330,n454,0,1
907,t454,n29,n455,0,1
908,t454,n36,n455,0,1
909,t455,n426,n456,0,1
910,t455,n57,n456,0,1
911,t456,n367,n457,0,1
912,t456,n268,n457,0,1
913,t457,n338,n458,0,1
914,t457,n174,n458,0,1
915,t458,n110,n459,0,1
916,t458,n20,n459,0,1
917,t459,n57,n460,0,1
918,t459,n20,n460,0,1
919,t460,n74,n461,0,1
920,t460,n2,n461,0,1
921,t461,n5,n462,0,1
922,t461,n181,n462,0,1
923,t462,n7,n463,0,1
924,t462,n73,n463,0,1
925,t463,n41,n464,0,1
926,t463,n74,n464,0,1
927,t464,n83,n465,0,1
928,t464,n27,n465,0,1
929,t465,n215,n466,0,1
930,t465,n87,n466,0,1
