,t,n_start,n_end,weight,active
0,t0,n0,n1,0,1
1,t1,n1,n2,0,1
2,t1,n0,n2,0,1
3,t2,n0,n3,0,1
4,t2,n1,n3,0,1
5,t3,n2,n4,0,1
6,t3,n1,n4,0,1
7,t4,n1,n5,0,1
8,t4,n2,n5,0,1
9,t5,n3,n6,0,1
10,t5,n1,n6,0,1
11,t6,n3,n7,0,1
12,t6,n1,n7,0,1
13,t7,n3,n8,0,1
14,t7,n2,n8,0,1
15,t8,n3,n9,0,1
16,t8,n4,n9,0,1
17,t9,n3,n10,0,1
18,t9,n4,n10,0,1
19,t10,n2,n11,0,1
20,t10,n8,n11,0,1
21,t11,n1,n12,0,1
22,t11,n3,n12,0,1
23,t12,n4,n13,0,1
24,t12,n1,n13,0,1
25,t13,n7,n14,0,1
26,t13,n1,n14,0,1
27,t14,n4,n15,0,1
28,t14,n8,n15,0,1
29,t15,n7,n16,0,1
30,t15,n3,n16,0,1
31,t16,n4,n17,0,1
32,t16,n11,n17,0,1
33,t17,n2,n18,0,1
34,t17,n16,n18,0,1
35,t18,n16,n19,0,1
36,t18,n1,n19,0,1
37,t19,n3,n20,0,1
38,t19,n0,n20,0,1
39,t20,n1,n21,0,1
40,t20,n4,n21,0,1
41,t21,n21,n22,0,1
42,t21,n10,n22,0,1
43,t22,n11,n23,0,1
44,t22,n10,n23,0,1
45,t23,n3,n24,0,1
46,t23,n4,n24,0,1
47,t24,n12,n25,0,1
48,t24,n13,n25,0,1
49,t25,n10,n26,0,1
50,t25,n1,n26,0,1
51,t26,n4,n27,0,1
52,t26,n1,n27,0,1
53,t27,n11,n28,0,1
54,t27,n8,n28,0,1
55,t28,n21,n29,0,1
56,t28,n10,n29,0,1
57,t29,n29,n30,0,1
58,t29,n13,n30,0,1
59,t30,n27,n31,0,1
60,t30,n29,n31,0,1
61,t31,n23,n32,0,1
62,t31,n3,n32,0,1
63,t32,n24,n33,0,1
64,t32,n27,n33,0,1
65,t33,n11,n34,0,1
66,t33,n21,n34,0,1
67,t34,n27,n35,0,1
68,t34,n8,n35,0,1
69,t35,n3,n36,0,1
70,t35,n15,n36,0,1
71,t36,n27,n37,0,1
72,t36,n20,n37,0,1
73,t37,n10,n38,0,1
74,t37,n3,n38,0,1
75,t38,n30,n39,0,1
76,t38,n32,n39,0,1
77,t39,n29,n40,0,1
78,t39,n12,n40,0,1
79,t40,n4,n41,0,1
80,t40,n29,n41,0,1
81,t41,n0,n42,0,1
82,t41,n35,n42,0,1
83,t42,n1,n43,0,1
84,t42,n23,n43,0,1
85,t43,n37,n44,0,1
86,t43,n11,n44,0,1
87,t44,n19,n45,0,1
88,t44,n32,n45,0,1
89,t45,n35,n46,0,1
90,t45,n29,n46,0,1
91,t46,n16,n47,0,1
92,t46,n39,n47,0,1
93,t47,n11,n48,0,1
94,t47,n37,n48,0,1
95,t48,n21,n49,0,1
96,t48,n18,n49,0,1
97,t49,n29,n50,0,1
98,t49,n18,n50,0,1
99,t50,n24,n51,0,1
100,t50,n21,n51,0,1
101,t51,n5,n52,0,1
102,t51,n35,n52,0,1
103,t52,n3,n53,0,1
104,t52,n18,n53,0,1
105,t53,n20,n54,0,1
106,t53,n2,n54,0,1
107,t54,n30,n55,0,1
108,t54,n31,n55,0,1
109,t55,n29,n56,0,1
110,t55,n19,n56,0,1
111,t56,n55,n57,0,1
112,t56,n30,n57,0,1
113,t57,n1,n58,0,1
114,t57,n33,n58,0,1
115,t58,n1,n59,0,1
116,t58,n24,n59,0,1
117,t59,n11,n60,0,1
118,t59,n27,n60,0,1
119,t60,n24,n61,0,1
120,t60,n38,n61,0,1
121,t61,n52,n62,0,1
122,t61,n38,n62,0,1
123,t62,n2,n63,0,1
124,t62,n20,n63,0,1
125,t63,n55,n64,0,1
126,t63,n57,n64,0,1
127,t64,n18,n65,0,1
128,t64,n24,n65,0,1
129,t65,n42,n66,0,1
130,t65,n41,n66,0,1
131,t66,n2,n67,0,1
132,t66,n9,n67,0,1
133,t67,n21,n68,0,1
134,t67,n13,n68,0,1
135,t68,n29,n69,0,1
136,t68,n31,n69,0,1
137,t69,n3,n70,0,1
138,t69,n32,n70,0,1
139,t70,n30,n71,0,1
140,t70,n20,n71,0,1
141,t71,n3,n72,0,1
142,t71,n27,n72,0,1
143,t72,n8,n73,0,1
144,t72,n29,n73,0,1
145,t73,n1,n74,0,1
146,t73,n3,n74,0,1
147,t74,n42,n75,0,1
148,t74,n3,n75,0,1
149,t75,n29,n76,0,1
150,t75,n13,n76,0,1
151,t76,n45,n77,0,1
152,t76,n1,n77,0,1
153,t77,n22,n78,0,1
154,t77,n24,n78,0,1
155,t78,n78,n79,0,1
156,t78,n42,n79,0,1
157,t79,n21,n80,0,1
158,t79,n38,n80,0,1
159,t80,n49,n81,0,1
160,t80,n51,n81,0,1
161,t81,n15,n82,0,1
162,t81,n1,n82,0,1
163,t82,n45,n83,0,1
164,t82,n50,n83,0,1
165,t83,n35,n84,0,1
166,t83,n82,n84,0,1
167,t84,n3,n85,0,1
168,t84,n30,n85,0,1
169,t85,n21,n86,0,1
170,t85,n36,n86,0,1
171,t86,n8,n87,0,1
172,t86,n15,n87,0,1
173,t87,n15,n88,0,1
174,t87,n3,n88,0,1
175,t88,n23,n89,0,1
176,t88,n11,n89,0,1
177,t89,n42,n90,0,1
178,t89,n3,n90,0,1
179,t90,n8,n91,0,1
180,t90,n56,n91,0,1
181,t91,n1,n92,0,1
182,t91,n55,n92,0,1
183,t92,n1,n93,0,1
184,t92,n29,n93,0,1
185,t93,n55,n94,0,1
186,t93,n75,n94,0,1
187,t94,n34,n95,0,1
188,t94,n4,n95,0,1
189,t95,n1,n96,0,1
190,t95,n8,n96,0,1
191,t96,n13,n97,0,1
192,t96,n29,n97,0,1
193,t97,n38,n98,0,1
194,t97,n18,n98,0,1
195,t98,n91,n99,0,1
196,t98,n27,n99,0,1
197,t99,n96,n100,0,1
198,t99,n1,n100,0,1
199,t100,n42,n101,0,1
200,t100,n30,n101,0,1
201,t101,n15,n102,0,1
202,t101,n3,n102,0,1
203,t102,n30,n103,0,1
204,t102,n3,n103,0,1
205,t103,n76,n104,0,1
206,t103,n27,n104,0,1
207,t104,n15,n105,0,1
208,t104,n90,n105,0,1
209,t105,n10,n106,0,1
210,t105,n61,n106,0,1
211,t106,n16,n107,0,1
212,t106,n68,n107,0,1
213,t107,n23,n108,0,1
214,t107,n21,n108,0,1
215,t108,n3,n109,0,1
216,t108,n83,n109,0,1
217,t109,n1,n110,0,1
218,t109,n30,n110,0,1
219,t110,n16,n111,0,1
220,t110,n32,n111,0,1
221,t111,n3,n112,0,1
222,t111,n2,n112,0,1
223,t112,n29,n113,0,1
224,t112,n1,n113,0,1
225,t113,n88,n114,0,1
226,t113,n27,n114,0,1
227,t114,n27,n115,0,1
228,t114,n21,n115,0,1
229,t115,n96,n116,0,1
230,t115,n98,n116,0,1
231,t116,n13,n117,0,1
232,t116,n111,n117,0,1
233,t117,n57,n118,0,1
234,t117,n2,n118,0,1
235,t118,n92,n119,0,1
236,t118,n18,n119,0,1
237,t119,n82,n120,0,1
238,t119,n64,n120,0,1
239,t120,n8,n121,0,1
240,t120,n40,n121,0,1
241,t121,n42,n122,0,1
242,t121,n18,n122,0,1
243,t122,n1,n123,0,1
244,t122,n29,n123,0,1
245,t123,n27,n124,0,1
246,t123,n29,n124,0,1
247,t124,n29,n125,0,1
248,t124,n92,n125,0,1
249,t125,n96,n126,0,1
250,t125,n117,n126,0,1
251,t126,n53,n127,0,1
252,t126,n41,n127,0,1
253,t127,n29,n128,0,1
254,t127,n56,n128,0,1
255,t128,n30,n129,0,1
256,t128,n34,n129,0,1
257,t129,n121,n130,0,1
258,t129,n82,n130,0,1
259,t130,n27,n131,0,1
260,t130,n73,n131,0,1
261,t131,n62,n132,0,1
262,t131,n2,n132,0,1
263,t132,n22,n133,0,1
264,t132,n53,n133,0,1
265,t133,n56,n134,0,1
266,t133,n41,n134,0,1
267,t134,n3,n135,0,1
268,t134,n29,n135,0,1
269,t135,n3,n136,0,1
270,t135,n57,n136,0,1
271,t136,n24,n137,0,1
272,t136,n23,n137,0,1
273,t137,n42,n138,0,1
274,t137,n129,n138,0,1
275,t138,n35,n139,0,1
276,t138,n131,n139,0,1
277,t139,n135,n140,0,1
278,t139,n30,n140,0,1
279,t140,n21,n141,0,1
280,t140,n35,n141,0,1
281,t141,n32,n142,0,1
282,t141,n18,n142,0,1
283,t142,n124,n143,0,1
284,t142,n30,n143,0,1
285,t143,n116,n144,0,1
286,t143,n113,n144,0,1
287,t144,n10,n145,0,1
288,t144,n34,n145,0,1
289,t145,n3,n146,0,1
290,t145,n29,n146,0,1
291,t146,n34,n147,0,1
292,t146,n20,n147,0,1
293,t147,n35,n148,0,1
294,t147,n10,n148,0,1
295,t148,n27,n149,0,1
296,t148,n1,n149,0,1
297,t149,n1,n150,0,1
298,t149,n64,n150,0,1
299,t150,n27,n151,0,1
300,t150,n4,n151,0,1
301,t151,n3,n152,0,1
302,t151,n135,n152,0,1
303,t152,n61,n153,0,1
304,t152,n39,n153,0,1
305,t153,n18,n154,0,1
306,t153,n21,n154,0,1
307,t154,n22,n155,0,1
308,t154,n24,n155,0,1
309,t155,n155,n156,0,1
310,t155,n13,n156,0,1
311,t156,n11,n157,0,1
312,t156,n23,n157,0,1
313,t157,n69,n158,0,1
314,t157,n96,n158,0,1
315,t158,n28,n159,0,1
316,t158,n42,n159,0,1
317,t159,n27,n160,0,1
318,t159,n41,n160,0,1
319,t160,n90,n161,0,1
320,t160,n1,n161,0,1
321,t161,n20,n162,0,1
322,t161,n68,n162,0,1
323,t162,n98,n163,0,1
324,t162,n8,n163,0,1
325,t163,n3,n164,0,1
326,t163,n35,n164,0,1
327,t164,n122,n165,0,1
328,t164,n56,n165,0,1
329,t165,n84,n166,0,1
330,t165,n3,n166,0,1
331,t166,n62,n167,0,1
332,t166,n79,n167,0,1
333,t167,n64,n168,0,1
334,t167,n45,n168,0,1
335,t168,n38,n169,0,1
336,t168,n39,n169,0,1
337,t169,n60,n170,0,1
338,t169,n113,n170,0,1
339,t170,n1,n171,0,1
340,t170,n109,n171,0,1
341,t171,n115,n172,0,1
342,t171,n67,n172,0,1
343,t172,n55,n173,0,1
344,t172,n27,n173,0,1
345,t173,n1,n174,0,1
346,t173,n24,n174,0,1
347,t174,n20,n175,0,1
348,t174,n76,n175,0,1
349,t175,n175,n176,0,1
350,t175,n28,n176,0,1
351,t176,n169,n177,0,1
352,t176,n13,n177,0,1
353,t177,n3,n178,0,1
354,t177,n30,n178,0,1
355,t178,n3,n179,0,1
356,t178,n89,n179,0,1
357,t179,n20,n180,0,1
358,t179,n13,n180,0,1
359,t180,n77,n181,0,1
360,t180,n134,n181,0,1
361,t181,n3,n182,0,1
362,t181,n44,n182,0,1
363,t182,n27,n183,0,1
364,t182,n3,n183,0,1
365,t183,n6,n184,0,1
366,t183,n76,n184,0,1
367,t184,n1,n185,0,1
368,t184,n27,n185,0,1
369,t185,n71,n186,0,1
370,t185,n29,n186,0,1
