repo_id,repo_id,repo_name
110569911,110569911,Azure/Liftnshiftplus
110601376,110601376,Azure/cloud-debug-tools
110762217,110762217,Azure/MLADS2017ML
110788784,110788784,Azure/smarthotels360-azure
110830177,110830177,Azure/SmartDetectorsMonitoringAppliance
110880157,110880157,Azure/MachineLearningSamples-DeepLearningforPredictiveMaintenance
111023947,111023947,Azure/azure-iot-pcs-remote-monitoring-dotnet-tests
111443792,111443792,Azure/MachineLearningSamples-NotebookTemplate
111465449,111465449,Azure/batch-insights
111577794,111577794,Azure/azure-documentdb-changefeedprocessor-dotnet
111590983,111590983,Azure/LearnAI-Bootcamp-
112237677,112237677,Azure/MachineLearning-MusicGeneration
112418343,112418343,Azure/preview-modules
112526009,112526009,Azure/terraform-azurerm-manageddisk
112531935,112531935,Azure/terraform-azurerm-search-service
112535400,112535400,Azure/fta-wip
112569817,112569817,Azure/service-fabric-explorer
112652589,112652589,Azure/terraform-azurerm-encryptedmanageddisk
112792504,112792504,Azure/terraform
113162398,113162398,Azure/jenkins
113235982,113235982,Azure/autorest-extension-base
113236048,113236048,Azure/autorest-extension-helloworld
113349717,113349717,Azure/terraform-test
113407784,113407784,Azure/az-tf-mod-test-utils
113502914,113502914,Azure/vscode-azureterraform
113507260,113507260,Azure/mirrorcat
113539838,113539838,Azure/generator-az-terra-module
113817619,113817619,Azure/azure_modules
113817885,113817885,Azure/azure_preview_modules
114025506,114025506,Azure/blackbelt-aks-hackfest
114032798,114032798,Azure/GBBSec
114055008,114055008,Azure/GBB-OSS
114181285,114181285,Azure/service-fabric-reverse-proxy
114656885,114656885,Azure/MachineLearning-Scripts
114689182,114689182,Azure/azure-functions-dropbox-extension
114798676,114798676,Azure/azure-storage-azcopy
114798989,114798989,Azure/azure-storage-java-async
114865107,114865107,Azure/azure-storage-blob-php
114884556,114884556,Azure/azure-storage-table-php
114885185,114885185,Azure/azure-storage-queue-php
114885580,114885580,Azure/azure-storage-file-php
114886302,114886302,Azure/azure-storage-common-php
115764143,115764143,Azure/iotedgedev
116435971,116435971,Azure/terraform-azurerm-vmss-cloudinit
116878164,116878164,Azure/Health-Data-and-AI-Blueprint
116994716,116994716,Azure/azure-service-bus-go
117061934,117061934,Azure/DecisionTreeExplorer
117167227,117167227,Azure/PredictiveMaintenance
117169328,117169328,Azure/terraform
117279322,117279322,Azure/node-red-contrib-azure
117423019,117423019,Azure/azure-iiot-opc-ua
117730503,117730503,Azure/azure-functions-python-worker
118022427,118022427,Azure/Moodle
118055851,118055851,Azure/iot
118189945,118189945,Azure/service-fabric-mesh-preview
118512901,118512901,Azure/iot-ux-fluent-controls
118836505,118836505,Azure/LearnAI-CustomAI-Airlift
119092058,119092058,Azure/app-service-builtin-images
11934185,11934185,Azure/azure-mobile-services-recipes
119421236,119421236,Azure/MachineLearningSamples-BikeShare
119449625,119449625,Azure/azure-iot-c-analysis
119873047,119873047,Azure/autorest.incubator
119908078,119908078,Azure/AzureChestXRay
119913038,119913038,Azure/azure-functions-docker
119972805,119972805,Azure/azure-iiot-opc-ua-twin-module
119973195,119973195,Azure/azure-iiot-common
120027156,120027156,Azure/app-service-quickstart-docker-images
120350978,120350978,Azure/get-proxy-settings
120373298,120373298,Azure/terraform-azurerm-network-security-group
120379467,120379467,Azure/terraform-azurerm-vnet
120512510,120512510,Azure/azure-event-hubs-go
120533548,120533548,Azure/service-catalog-templates
120545373,120545373,Azure/terraform-azurerm-vm
120659977,120659977,Azure/azure-hanaonazure-cli-extension
120821243,120821243,Azure/pcs-diagnostics-dotnet
120963670,120963670,Azure/RSL
120964002,120964002,Azure/RingMaster
121442242,121442242,Azure/Strata2018
121687606,121687606,Azure/pcf-on-azure-dotnet
121687802,121687802,Azure/pcf-on-azure-java
122269892,122269892,Azure/Azurite
122361706,122361706,Azure/azure-relay-bridge
122587404,122587404,Azure/adx-automation-client
122587541,122587541,Azure/adx-automation-services
122587678,122587678,Azure/adx-automation-agent
122718747,122718747,Azure/hpcpack-acm
122760932,122760932,Azure/AzureML-Recommendation-RRS
123069751,123069751,Azure/azure-signalr
123208409,123208409,Azure/homebrew-functions
123228625,123228625,Azure/Azure.iOS
123228861,123228861,Azure/Azure.Android
123229300,123229300,Azure/Azure.Mobile
123355661,123355661,Azure/azure-sqldb-spark
123493343,123493343,Azure/kubernetes-kms
123842545,123842545,Azure/azure-batch-rendering
123993651,123993651,Azure/awesome-terraform
124122393,124122393,Azure/fluent-plugin-process-ucs-syslog
124123906,124123906,Azure/fluent-plugin-hanarp-message
124124248,124124248,Azure/fluent-plugin-servicebus-queue
124124481,124124481,Azure/fluent-plugin-colomanager-heartbeat
124145353,124145353,Azure/platform-chaos-cli
124145651,124145651,Azure/platform-chaos
124145809,124145809,Azure/platform-chaos-api
124277336,124277336,Azure/azure-functions-docker-python-sample
124430136,124430136,Azure/vsce
124433866,124433866,Azure/learnAnalytics-AdvancedFeaturesforMicrosoftBotFramework
124434326,124434326,Azure/learnAnalytics-Buildingacomputervisionapplicationleveragingthecustomvisionservice
124434524,124434524,Azure/learnAnalytics-UsingAzureMachineLearningforAIWorkloads
124717436,124717436,Azure/Azure-AppServices-Diagnostics
124949226,124949226,Azure/maven-bundler
124966109,124966109,Azure/utility_functions_in_ROC_space
125056018,125056018,Azure/helm-vsts-agent
125162643,125162643,Azure/cookiecutter-azure-iot-edge-module
125258239,125258239,Azure/build2018-container-demo
125316983,125316983,Azure/hpcpack-mesos
125356454,125356454,Azure/MLOpenHack-ComputerVision
125362842,125362842,Azure/helm-elasticstack
126067058,126067058,Azure/azure-openapi-arm-validator
126221465,126221465,Azure/azure-functions-durable-js
126236218,126236218,Azure/azure-amqp-common-go
126414651,126414651,Azure/qpid-proton-j-extensions
12652765,12652765,Azure/azure-coding-guidelines
126532603,126532603,Azure/azure-cosmosdb-bulkexecutor-java-getting-started
127176130,127176130,Azure/ai-on-iaas-pp
127383725,127383725,Azure/azure-app-service-tunnel
127493037,127493037,Azure/asa-manager-dotnet
127761049,127761049,Azure/DeepLearningModelDeployment
127992090,127992090,Azure/kubernetes-volume-drivers
128272173,128272173,Azure/autorest.interactive
128431578,128431578,Azure/aad-pod-identity
128486475,128486475,Azure/active-learning-workshop
129139134,129139134,Azure/azure-cosmos-js
129166893,129166893,Azure/eventgrid-emulator
129301542,129301542,Azure/LearnAI-DesigningandArchitectingIntelligentAgents
129439238,129439238,Azure/buffalo-azure
12952669,12952669,Azure/azure-sdk-for-media-services-extensions
129761258,129761258,Azure/gbc-containers
130086509,130086509,Azure/MachineLearningSamples-mnist
130240866,130240866,Azure/azure-cli-devtestlab-test
130276163,130276163,Azure/azure-keyvault-cli-extension
130768973,130768973,Azure/iot-edge-virtual-kubelet-provider
131255425,131255425,Azure/awesome-azure-iot-edge
131327880,131327880,Azure/kubeflow-labs
131594689,131594689,Azure/azure-relay-aspnetserver
131752395,131752395,Azure/aml-real-time-ai
131842865,131842865,Azure/Azure-Data-Service-Notebook
131898110,131898110,Azure/LearnAI-AIonIaaS
131898244,131898244,Azure/LearnAI-Cognitive-Search
131898441,131898441,Azure/LearnAI-CustomTimeSeriesForecastingWithAML
131905695,131905695,Azure/TypeEdge
131923582,131923582,Azure/LearnAI-CustomComputerVisionwithAML
131923714,131923714,Azure/LearnAI-CustomTextAnalyticsWithAML
132428064,132428064,Azure/iot-edge-testing-utility
132528088,132528088,Azure/dev-spaces
133072158,133072158,Azure/azure-functions-datalake-extension
133094139,133094139,Azure/brigade-github-app
133424582,133424582,Azure/azure-functions-java-library
133489892,133489892,Azure/azure-iot-edge-c-module
133632779,133632779,Azure/S3ToAdl
133846325,133846325,Azure/Retinal-Image-Classification
134615809,134615809,Azure/AML-AirField
134629931,134629931,Azure/iotz
134746883,134746883,Azure/AppConfiguration-DotnetProvider
134756928,134756928,Azure/azure-api-management-devops-resource-kit
135090929,135090929,Azure/fta-hpc
135506555,135506555,Azure/Batch
135538263,135538263,Azure/azure-deadline
135754607,135754607,Azure/CIQS-Azure-Cli-Extension
136075760,136075760,Azure/kubernetes-keyvault-flexvol
136389118,136389118,Azure/Guest-Configuration-Extension
136426082,136426082,Azure/azure-functions-python-library
136981199,136981199,Azure/azureml-tap-notebooks
136991714,136991714,Azure/dcos-engine
137137611,137137611,Azure/batchai_retinanet_horovod_coco
137259130,137259130,Azure/git2grid
137798642,137798642,Azure/uk-official-paas-webapp
13808889,13808889,Azure/azure-storage-net
13808985,13808985,Azure/azure-storage-cpp
13809004,13809004,Azure/azure-storage-java
138236353,138236353,Azure/azure-cosmosdb-graph-bulkexecutor-dotnet-getting-started
138268917,138268917,Azure/azure-iiot-opc-twin-api
138271381,138271381,Azure/azure-iiot-opc-twin-registry
138271594,138271594,Azure/azure-iiot-services
138272073,138272073,Azure/azure-iiot-opc-twin-onboarding
138646782,138646782,Azure/iotedge
138647078,138647078,Azure/azure-iotedge
138663522,138663522,Azure/iot-ux-fluent-css
138772059,138772059,Azure/Service-Fabric-Troubleshooting-Guides
138953337,138953337,Azure/iot-ux-baseline
138967965,138967965,Azure/iotedgehubdev
139064081,139064081,Azure/aztack
139447272,139447272,Azure/azure-iiot-opc-twin-webui
139643601,139643601,Azure/Azure-Health-Extension
139940718,139940718,Azure/azure-databricks-client
139943702,139943702,Azure/hpcpack-acm-cli
139947067,139947067,Azure/hpcpack-acm-api-python
140244628,140244628,Azure/ccme
140288411,140288411,Azure/MLAKSDeployment
140454351,140454351,Azure/kubernetes-hackfest
140572997,140572997,Azure/AMLSamples
140754270,140754270,Azure/azure-iot-device-simulation-dotnet-tests
140761899,140761899,Azure/phippyandfriends
140768259,140768259,Azure/cyclecloud-slurm
140777290,140777290,Azure/CycleCloud
140845249,140845249,Azure/prebuilt-ai-for-conversational-bot
141325961,141325961,Azure/cosmos-explorer
141350423,141350423,Azure/azure-iot-experimental
141514384,141514384,Azure/azure-acr-plugin
141528661,141528661,Azure/Machine-Learning-Containers
141612387,141612387,Azure/terraform-provider-acsengine
141642605,141642605,Azure/Azure_IoT_Solution_Accelerators_dotnet
141646262,141646262,Azure/remote-monitoring-services-java
141767103,141767103,Azure/terraform-provider-jwt
141919956,141919956,Azure/azure-sphere-samples
142035809,142035809,Azure/azure-k8s-metrics-adapter
142062461,142062461,Azure/azure-functions-signalrservice-extension
142067109,142067109,Azure/BatchLabs-data
142067616,142067616,Azure/cyclecloud-vFXT
142209760,142209760,Azure/cyclecloud-kafka
142210082,142210082,Azure/cyclecloud-redis
142227974,142227974,Azure/cyclecloud-mrbayes
142245754,142245754,Azure/cyclecloud-lammps
142599157,142599157,Azure/azure-functions-powershell-worker
142699182,142699182,Azure/VegaKVS
142706173,142706173,Azure/cyclecloud-beegfs
142706548,142706548,Azure/cyclecloud-conda
142706696,142706696,Azure/cyclecloud-ubercloud
142707678,142707678,Azure/cyclecloud-hpcpack
142707740,142707740,Azure/cyclecloud-lsf
142797188,142797188,Azure/cyclecloud-tractor
142873243,142873243,Azure/azure-microprofile
142935983,142935983,Azure/Accord-NET
142967584,142967584,Azure/terraform-with-jenkins-samples
143069836,143069836,Azure/cyclecloud-blender
143449454,143449454,Azure/Avere
143636599,143636599,Azure/DistributedDeepLearning
143934578,143934578,Azure/azure-event-hubs-for-kafka
143937114,143937114,Azure/k8s-best-practices
144020195,144020195,Azure/azure-kusto-java
144094071,144094071,Azure/brigadier
144189660,144189660,Azure/cyclecloud-gluster
144206426,144206426,Azure/azure-qube
144325169,144325169,Azure/app-service-windows-containers
144534720,144534720,Azure/ccme
144633807,144633807,Azure/cyclecloud-gridengine
144633890,144633890,Azure/cyclecloud-htcondor
144634186,144634186,Azure/cyclecloud-pbspro
144952955,144952955,Azure/azure-storage-cpplite
145098743,145098743,Azure/iotedge-lorawan-starterkit
145148726,145148726,Azure/MachineLearningNotebooks
145167931,145167931,Azure/golua
145183271,145183271,Azure/Azure-Sentinel
145303365,145303365,Azure/logstash-output-kusto
145621764,145621764,Azure/terraform-azurerm-routetable
145904290,145904290,Azure/AvereSDK
145906027,145906027,Azure/LearnAI-Airlift
145917013,145917013,MiYanni/azure-powershell-common
146047377,146047377,Azure/dps-keygen
146145478,146145478,Azure/amqp-common-js
146265970,146265970,Azure/azure-cef-sdk
146611853,146611853,Azure/BatchAIAnomalyDetection
146650795,146650795,Azure/application-gateway-kubernetes-ingress
147074329,147074329,Azure/kafka-sink-azure-kusto
147393029,147393029,Azure/terraform-azurerm-diskencrypt
147452650,147452650,Azure/iotc-explorer
147873391,147873391,Azure/monaco-kusto
148227810,148227810,Azure/terraform-azurerm-vnetpeering
148284273,148284273,Azure/hpc-analytics
148391825,148391825,Azure/azure-extension-foundation
148533655,148533655,Azure/WebAndRazorWithVisualStudioForMac
148676866,148676866,Azure/azure-iot-sdk-python-preview
149102925,149102925,Azure/iot-edge-visual-studio-templates
149166153,149166153,Azure/RBatchScoring
149250560,149250560,Azure/azure-artifact-manager-plugin
149353594,149353594,Azure/azure-cosmos-cassandra-extensions
150135694,150135694,Azure/OpenShift
150284265,150284265,Azure/Ansible
150329138,150329138,Azure/Fleet-PRSE
150790185,150790185,Azure/kubernetes-watchdog
151535120,151535120,Azure/azfilebackup
152151039,152151039,Azure/RealtimeRDeployment
152293606,152293606,Azure/AtUniverse
152326272,152326272,Azure/terraform-azurerm-disk-snapshot
152328173,152328173,Azure/terraform-azurerm-aks
152328854,152328854,Azure/terraform-azurerm-consul
152328984,152328984,Azure/terraform-azurerm-aci
152352666,152352666,Azure/dotnet-template-azure-iot-edge-module-visual-studio
152466132,152466132,Azure/terraform-azurerm-application-security-group
152466989,152466989,Azure/terraform-azurerm-resource-group
152467316,152467316,Azure/terraform-azurerm-storage-account
152651024,152651024,Azure/k8s-testrig
152652149,152652149,Azure/azure-iot-pnp-template-management
152659226,152659226,Azure/terraform-azurerm-vm-extension-msi
152672425,152672425,Azure/iotc-device-bridge
152779693,152779693,Azure/LearnAI-UsingAItoDetectandPredictAnomaliesinTimeSeriesData
152781891,152781891,Azure/LearnAI-KnowledgeMiningBootcamp
153195716,153195716,Azure/LAMP
153201003,153201003,Azure/LearnAI-SecureMachineLearningwithSQLServerandAzureMachineLearning-
153670362,153670362,Azure/openapi-markdown
153673479,153673479,Azure/cyclecloud-openfoam
153673489,153673489,Azure/Ethr
153683466,153683466,Azure/azure-automation-go-worker
153815469,153815469,Azure/App-Service-Migration-Assistant
154420020,154420020,Azure/azure-notificationhubs-dotnet
154554179,154554179,Azure/azure-sdk-python
154560211,154560211,Azure/x509-verify
154729653,154729653,Azure/LearnAI-AzureDataPrep
154729875,154729875,Azure/LearnAI-RecommendationSystemsusingAML
154876655,154876655,Azure/azure-functions-premium-plan
154894457,154894457,Azure/kubernetes-policy-controller
155265625,155265625,Azure/azure-blueprints
155286803,155286803,Azure/Batch-Scoring-Deep-Learning-Models-With-AKS
155300655,155300655,Azure/cyclecloud-nvidia-gpu-cloud
155302208,155302208,Azure/db2-on-azure
155304179,155304179,Azure/ha-nva-fo
155447233,155447233,Azure/aks-engine
155528949,155528949,Azure/azch-captureorder
155529511,155529511,Azure/azch-fulfillorder
155536715,155536715,Azure/azch-rabbitmqlistener
155537731,155537731,Azure/azch-eventhublistener
155619842,155619842,Azure/LearnAI-CustomerServiceAgents
155755655,155755655,Azure/LearnAI-CogSrvsAndBots
155758319,155758319,Azure/cosmos-sql-language-service
156205075,156205075,Azure/github-actions
156260788,156260788,Azure/azure-cosmos-dotnet-v3
157060706,157060706,Azure/azch-sblistener
157265817,157265817,Azure/mio-uds-windows
157268956,157268956,Azure/tokio-uds-windows
157287338,157287338,Azure/hyperlocal-windows
157289783,157289783,Azure/azure-sphere-hardware-designs
157576782,157576782,Azure/azure-kusto-samples-dotnet
157585234,157585234,Azure/LearnAI-ADPM
157773084,157773084,Azure/azure-portal-react
157775724,157775724,Azure/AzSwaggerSpecsTestClone
157912929,157912929,Azure/azure-relay-java
157938628,157938628,Azure/cosmos-sign
158182791,158182791,Azure/azure-kusto-analytics-lib
158421882,158421882,Azure/azure-digital-twins-graph-viewer
158465443,158465443,Azure/azure-cli-dev-tools
158668055,158668055,Azure/azure-kusto-docs-samples
160268882,160268882,Azure/azure-tokens
160886239,160886239,Azure/terraform-azurerm-appgw-ingress-k8s-cluster
161849870,161849870,Azure/spark-cdm
162323729,162323729,Azure/kubernetes-challenge
162338048,162338048,Azure/Batch-Scoring-Deep-Learning-Models-With-AML
162995765,162995765,Azure/azure-kusto-demos
164278872,164278872,Azure/terraform-azurerm-acr
165202643,165202643,Azure/ipynb-renderer
165323530,165323530,Azure/SwaggerToSdkTS
165323748,165323748,Azure/swagger-to-sdk-ts
165910472,165910472,Azure/iot-sdks-e2e-fx
166118302,166118302,Azure/azure-ulib-c
166358729,166358729,Azure/hpcpack-acm-ps
167076820,167076820,Azure/AMLPipelines
167082126,167082126,Azure/Vision-AI-DevKit-Pages
167308149,167308149,Azure/azure-render-hub
167338426,167338426,Azure/azure-signalr-aspnet-bench
167361136,167361136,Azure/cognitive-services
167779675,167779675,Azure/aznetsdk
168243877,168243877,Azure/api-management-developer-portal
168395291,168395291,Azure/enterprise-integration
168605860,168605860,Azure/azurestack-uptime-monitor
169325829,169325829,Azure/mlops
169353589,169353589,Azure/nestle-acne-assessment
169357609,169357609,Azure/azure-cosmos-table-dotnet
169436841,169436841,Azure/MLOps-TDSP-Template
170317830,170317830,Azure/service-fabric-autoscale-helper
170359581,170359581,Azure/containe-compute-upstream
170592186,170592186,Azure/azure-sdktools
170931942,170931942,Azure/azure-functions-performance-scenarios
171365327,171365327,Azure/vscode-kubernetes-tools-api
171960644,171960644,Azure/azure-sdk-for-python-lab
171974543,171974543,Azure/autorest.devops
172386886,172386886,Azure/testing-sample-101
172439725,172439725,Azure/OCPCHINATECH
172603486,172603486,Azure/appservice-linux
172757483,172757483,Azure/InferenceSchema
172996513,172996513,Azure/app-service-linux-docs
173213614,173213614,Azure/azure-notificationhubs-android
173348572,173348572,Azure/logger-js
173776180,173776180,Azure/azure-iiot-components
174051352,174051352,Azure/SampleVisionApi
174051549,174051549,Azure/SampleRRAMTest
174426959,174426959,Azure/azure-functions-kafka-extension
174427161,174427161,Azure/azure-iot-c-back-compat
174592135,174592135,Azure/batch-extension-templates
174627886,174627886,Azure/azure-policy-kubernetes
17469588,17469588,Azure/vagrant-azure
175147387,175147387,Azure/hpcpack-acm-portal
175270827,175270827,Azure/databox-adls-loader
175545843,175545843,Azure/azure-c-build-tools
175907966,175907966,Azure/WinGuestAnalyzer
176344354,176344354,Azure/FXT
176383947,176383947,Azure/vscode-kubernetes-tools-api-samples
17641734,17641734,Azure/azure.github.io
176806864,176806864,Azure/Azure-Service-Provider-Management-Toolkit-samples
177669523,177669523,Azure/terraform-azurerm-azuremonitor-aks
177671222,177671222,Azure/smart-utility-accelerator
177746728,177746728,Azure/azureadm
177838332,177838332,Azure/Azure-Migration-Guidance
178060608,178060608,Azure/azch-loadtest
178156530,178156530,Azure/ASC-for-IoT
178157165,178157165,Azure/Azure-IoT-Security-Agent-CS
178812534,178812534,Azure/azure-iiot-oee-private
179023139,179023139,Azure/ansible-aks
180114099,180114099,Azure/OpenDatasetsNotebooks
180236118,180236118,Azure/azure-functions-extension-bundles
180433089,180433089,Azure/azure-functions-dotnet-extensions
180610347,180610347,Azure/AzureML
180841380,180841380,Azure/dps-certgen
180843420,180843420,Azure/iotc-android-sample
181580186,181580186,Azure/rest-api-specs-scripts
181632813,181632813,Azure/customResourceProviders
182285585,182285585,Azure/iot-edge-object-model
184343377,184343377,Azure/vscode-aks-tools
184346096,184346096,Azure/opendigitaltwins-dtdl
184655500,184655500,Azure/Azure-Security-Centerr
184807541,184807541,Azure/azure-custom-providers
185446473,185446473,Azure/cosmos
185730300,185730300,Azure/cyclecloud-hands-on-labs
185843381,185843381,Azure/securedworkstation
186688197,186688197,Azure/cognitiveservices-aci
186700904,186700904,Azure/iot-central-mobile
186878615,186878615,Azure/git-rest-api
187075849,187075849,Azure/azure-devops-boards-importer-exporter
187100062,187100062,Azure/event-grid-iot-edge
187271865,187271865,Azure/AzureAuth
187547779,187547779,Azure/AzureRMR
187547897,187547897,Azure/AzureStor
187733019,187733019,Azure/AzureGraph
187739640,187739640,Azure/magic-module-specs
187919241,187919241,Azure/autorest.devops
187983141,187983141,Azure/AzureContainers
187983348,187983348,Azure/AzureVM
187983539,187983539,Azure/AzureKeyVault
188323605,188323605,Azure/github-nginx-cache
189879840,189879840,Azure/IoT-Edge-Installer
189985423,189985423,Azure/azure-kusto-ingestion-tools
190077066,190077066,Azure/terraform-azurerm-mariadb
190289573,190289573,Azure/repair-script-library
190519329,190519329,Azure/acr-task-commands
191314447,191314447,Azure/azure-iot-edge-c-module-vs
191972184,191972184,Azure/azhpc
192397699,192397699,Azure/ipython-cosmos-extension
192427364,192427364,Azure/azure-functions-servicebus-extension
192454956,192454956,Azure/azure-cef
192577707,192577707,Azure/CloudShell
192663368,192663368,Azure/mlhub
192993407,192993407,Azure/azcv
192993682,192993682,Azure/azspeech2txt
19356410,19356410,Azure/azure-websites-java-remote-debugging
193781161,193781161,Azure/azface
193932213,193932213,Azure/trigger
193960083,193960083,Azure/AzureDatabricksBestPractices
194017492,194017492,Azure/aztranslate
194148065,194148065,Azure/az-vmware-cli
19461352,19461352,Azure/azure-sdk-for-android
194899508,194899508,Azure/.github
19544736,19544736,Azure/azure-storage-android
195464656,195464656,Azure/Event-Hubs-extension-for-Azure-Functions
